pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
7.57,3.7,2.62,7.51,728.44,TRUE
7.05,4.97,0.39,7.38,132.38,TRUE
8.1,2.03,3.9,7.01,664.66,TRUE
8.04,4.0,1.15,7.0,357.12,TRUE
7.87,3.5,1.22,7.13,493.12,TRUE
8.23,1.25,3.27,7.64,308.68,TRUE
7.65,2.97,2.06,7.7,73.52,TRUE
7.58,2.79,0.68,7.88,392.51,TRUE
7.59,1.14,2.53,6.64,25.1,TRUE
7.55,3.19,2.9,7.0,1.71,TRUE
7.18,2.8,2.56,7.71,898.23,TRUE
7.62,3.81,1.78,6.5,754.0,TRUE
7.6,2.75,1.3,7.86,18.09,TRUE
7.21,3.11,1.81,6.55,226.72,TRUE
8.42,3.01,2.71,7.12,846.25,TRUE
6.82,2.51,1.27,7.12,110.11,TRUE
7.56,4.35,2.97,6.89,922.15,TRUE
6.9,4.88,0.56,7.31,143.91,TRUE
8.31,2.17,0.82,7.65,814.81,TRUE
6.81,4.19,2.53,7.41,918.03,TRUE
7.14,3.91,1.63,6.71,818.45,TRUE
6.76,2.52,1.05,7.94,440.38,TRUE
6.6,2.57,2.61,7.2,959.45,TRUE
7.8,1.88,1.69,6.54,915.15,TRUE
7.79,3.2,1.2,6.81,9.84,TRUE
8.06,3.79,2.32,7.97,149.36,TRUE
8.11,3.15,3.45,6.82,1146.82,TRUE
8.15,3.75,1.59,6.69,512.57,TRUE
7.57,3.02,1.79,7.17,511.93,TRUE
6.59,2.49,0.74,6.73,325.92,TRUE
7.13,2.73,0.07,6.71,314.93,TRUE
7.92,1.68,1.36,7.12,703.03,TRUE
6.75,2.64,2.07,7.97,201.68,TRUE
7.77,4.12,0.32,8.0,315.54,TRUE
7.81,2.91,0.8,7.53,44.44,TRUE
7.63,4.49,0.57,7.54,894.45,TRUE
6.9,1.68,0.03,7.46,1054.33,TRUE
6.96,3.46,2.02,6.51,1150.62,TRUE
8.0,3.35,1.92,6.98,95.21,TRUE
8.14,4.18,1.9,7.26,691.74,TRUE
7.6,3.14,0.67,7.71,942.95,TRUE
8.33,4.56,0.78,6.79,75.87,TRUE
7.2,4.57,2.6,7.35,17.07,TRUE
7.65,1.75,2.51,7.59,508.49,TRUE
7.36,2.8,3.26,7.63,834.9,TRUE
7.89,2.29,0.55,7.29,242.63,TRUE
8.26,3.07,1.31,6.53,578.0,TRUE
6.98,3.35,2.93,7.12,404.45,TRUE
6.96,4.31,1.32,6.66,286.1,TRUE
7.19,4.81,2.72,7.82,737.85,TRUE
7.29,1.51,2.34,7.94,432.96,TRUE
7.2,1.27,2.3,7.73,1169.18,TRUE
6.6,4.28,2.68,6.63,91.34,TRUE
8.36,4.64,2.51,7.69,254.65,TRUE
8.36,2.54,2.84,7.06,980.4,TRUE
6.94,1.42,2.01,6.82,6.46,TRUE
8.37,3.2,3.0,6.84,1117.63,TRUE
7.38,1.23,3.61,7.55,784.67,TRUE
7.39,2.39,1.2,7.08,204.07,TRUE
6.54,4.25,0.68,6.9,395.61,TRUE
6.94,4.52,1.86,7.26,851.15,TRUE
7.53,3.97,2.98,6.72,388.04,TRUE
7.45,4.86,3.99,7.38,73.63,TRUE
7.4,1.14,2.15,7.07,1022.21,TRUE
6.74,3.12,3.29,7.23,811.9,TRUE
7.09,2.91,0.49,7.81,253.66,TRUE
7.02,4.65,1.59,7.44,268.87,TRUE
7.96,3.06,0.8,7.43,27.12,TRUE
8.1,4.32,2.07,7.55,792.8,TRUE
6.86,1.71,0.13,7.23,379.27,TRUE
6.74,2.95,1.96,7.3,901.81,TRUE
7.49,3.33,0.71,6.96,381.1,TRUE
6.69,3.1,2.59,7.6,641.1,TRUE
8.44,3.57,2.13,7.04,540.8,TRUE
7.44,2.01,1.34,6.76,486.04,TRUE
7.8,4.31,1.59,7.66,402.88,TRUE
7.37,3.0,1.0,6.93,1179.3,TRUE
6.82,2.04,1.55,6.9,262.85,TRUE
8.3,3.01,0.92,6.95,90.2,TRUE
7.63,1.17,0.86,6.89,1192.89,TRUE
6.82,4.66,2.14,7.31,183.51,TRUE
8.17,1.58,0.22,7.89,629.21,TRUE
7.8,4.15,3.64,7.46,604.76,TRUE
6.93,2.59,3.44,7.82,943.99,TRUE
8.12,1.41,1.92,7.76,1082.72,TRUE
8.47,2.84,2.89,7.03,903.94,TRUE
8.12,2.35,3.67,6.95,1026.26,TRUE
7.26,2.5,0.4,6.84,252.57,TRUE
8.02,3.66,1.17,7.27,555.29,TRUE
8.16,3.88,2.89,6.86,51.29,TRUE
7.32,2.42,1.63,6.73,340.21,TRUE
8.07,1.24,3.23,7.68,787.23,TRUE
6.82,3.41,1.92,7.38,735.21,TRUE
7.97,1.65,2.07,7.35,905.55,TRUE
7.18,3.55,2.1,7.06,289.67,TRUE
7.16,3.98,0.05,7.92,370.64,TRUE
7.61,4.3,2.89,6.68,786.81,TRUE
7.88,1.69,2.45,6.6,715.3,TRUE
8.45,3.78,3.72,7.78,0.37,TRUE
7.82,3.4,1.49,7.12,700.45,TRUE
7.55,4.79,0.6,7.52,1114.23,TRUE
6.89,1.61,3.77,7.15,640.39,TRUE
7.82,1.57,0.34,7.17,524.52,TRUE
8.27,2.63,2.27,7.96,720.48,TRUE
7.79,3.18,2.53,7.18,335.96,TRUE
8.11,2.29,3.45,6.97,1103.25,TRUE
8.28,1.46,2.88,7.88,582.15,TRUE
6.68,2.29,3.37,7.62,572.42,TRUE
7.12,1.21,2.59,6.89,845.5,TRUE
7.87,2.86,0.6,7.74,180.83,TRUE
8.3,4.45,2.86,7.08,849.74,TRUE
7.26,2.09,0.66,7.57,274.98,TRUE
8.37,4.31,1.45,7.35,1090.23,TRUE
7.35,4.02,2.09,7.93,168.45,TRUE
8.49,3.65,2.58,7.84,77.39,TRUE
6.84,3.85,3.73,6.74,777.37,TRUE
7.56,4.27,2.69,7.49,1020.61,TRUE
8.36,1.74,3.74,7.16,654.65,TRUE
7.91,2.2,1.74,6.52,526.06,TRUE
8.17,3.16,2.27,7.58,911.12,TRUE
8.16,3.72,1.79,7.39,577.28,TRUE
7.71,4.97,1.14,7.34,1144.44,TRUE
8.26,4.41,1.68,7.35,546.78,TRUE
7.29,2.45,1.38,7.23,253.69,TRUE
7.53,4.5,1.91,7.69,355.42,TRUE
7.24,2.13,1.04,6.86,1178.38,TRUE
8.15,1.32,3.42,7.04,1141.32,TRUE
7.56,2.28,3.15,7.79,650.18,TRUE
7.3,1.49,3.23,6.96,208.43,TRUE
7.68,2.07,0.5,7.77,1018.29,TRUE
6.71,3.27,1.48,6.89,290.32,TRUE
7.88,1.97,3.19,7.94,588.0,TRUE
6.67,1.23,3.64,7.29,175.22,TRUE
6.72,4.61,1.42,6.54,1074.52,TRUE
6.53,3.13,3.67,7.38,954.37,TRUE
6.79,4.35,3.35,7.57,925.02,TRUE
8.2,3.31,2.5,6.68,37.87,TRUE
8.28,2.82,2.74,7.07,1020.76,TRUE
7.26,2.31,0.45,6.99,856.88,TRUE
8.07,1.61,2.94,7.09,458.69,TRUE
8.15,3.01,2.06,7.31,501.94,TRUE
8.13,1.6,1.41,7.59,473.4,TRUE
7.56,3.63,1.94,6.86,447.04,TRUE
6.7,1.72,0.43,7.65,309.23,TRUE
8.11,1.77,3.14,6.5,902.56,TRUE
6.61,1.03,0.8,7.58,107.79,TRUE
7.37,1.44,3.33,7.6,836.65,TRUE
7.4,1.11,2.07,6.69,434.74,TRUE
8.04,4.92,3.52,6.53,776.65,TRUE
8.21,1.74,1.87,7.49,805.58,TRUE
8.15,2.68,1.27,7.37,78.47,TRUE
7.54,3.2,2.96,6.79,760.65,TRUE
7.69,3.58,1.84,7.26,7.85,TRUE
6.84,1.01,1.42,7.51,392.9,TRUE
8.42,4.42,3.66,6.54,37.2,TRUE
7.28,1.06,2.0,7.63,901.64,TRUE
8.37,4.38,0.72,7.56,1098.46,TRUE
7.34,1.7,3.29,6.77,865.36,TRUE
6.99,1.13,0.21,7.83,819.91,TRUE
6.93,4.51,0.03,6.65,403.51,TRUE
7.08,3.35,0.9,6.76,465.52,TRUE
7.21,2.01,1.86,7.23,711.33,TRUE
6.6,4.85,2.9,6.85,264.26,TRUE
7.63,2.54,0.45,6.72,502.56,TRUE
7.53,2.66,3.9,7.19,801.19,TRUE
8.27,2.49,1.86,6.97,1147.49,TRUE
7.99,4.23,2.44,7.31,119.71,TRUE
7.2,3.42,1.41,6.84,295.96,TRUE
8.01,1.54,3.97,6.64,301.81,TRUE
8.22,4.24,0.62,6.88,650.8,TRUE
7.93,1.24,2.39,7.69,1156.45,TRUE
7.15,4.58,0.36,7.48,101.11,TRUE
6.97,1.21,2.86,6.54,657.61,TRUE
8.0,1.32,3.58,6.83,1130.33,TRUE
8.2,4.78,2.9,7.38,1119.64,TRUE
7.22,4.97,1.42,6.88,47.08,TRUE
7.02,3.53,0.19,6.96,987.27,TRUE
8.21,4.66,0.89,7.59,350.49,TRUE
7.91,3.63,3.59,7.48,363.28,TRUE
7.4,1.4,3.8,7.75,40.9,TRUE
7.9,4.13,1.43,7.55,326.56,TRUE
8.2,3.52,2.71,6.66,903.08,TRUE
7.75,4.5,3.79,6.91,578.5,TRUE
8.03,1.15,0.32,7.67,45.13,TRUE
6.77,1.47,2.81,7.12,126.61,TRUE
8.37,4.84,1.1,6.75,695.78,TRUE
6.93,1.44,2.4,7.45,869.18,TRUE
8.16,3.81,0.11,7.61,1104.3,TRUE
6.9,1.47,3.88,6.62,729.85,TRUE
8.15,4.89,0.92,7.02,389.93,TRUE
7.3,3.34,0.89,6.66,559.98,TRUE
7.69,2.14,1.72,6.82,1163.94,TRUE
7.32,2.21,2.72,6.54,642.76,TRUE
6.76,3.64,2.66,7.47,1194.22,TRUE
7.83,3.66,2.07,7.66,1160.34,TRUE
8.22,4.84,2.17,7.61,157.78,TRUE
7.16,2.34,1.78,7.88,760.05,TRUE
7.44,3.04,3.3,7.55,656.42,TRUE
8.1,2.44,2.08,7.16,265.58,TRUE
7.15,1.44,0.39,6.58,529.51,TRUE
7.72,4.09,1.34,6.73,648.23,TRUE
7.5,4.01,2.66,6.79,437.76,TRUE
8.06,1.13,2.64,7.19,43.4,TRUE
7.75,2.53,2.46,7.21,373.83,TRUE
7.05,3.58,2.37,6.6,643.87,TRUE
6.98,4.27,0.39,7.34,101.62,TRUE
7.5,1.21,2.01,7.35,448.31,TRUE
8.42,3.0,0.45,6.64,126.97,TRUE
7.29,1.77,3.0,7.99,1073.49,TRUE
7.52,3.73,3.6,7.64,573.74,TRUE
7.85,3.96,3.12,6.86,696.32,TRUE
7.28,3.76,2.51,7.84,98.27,TRUE
6.85,1.54,1.33,7.09,448.1,TRUE
7.33,4.88,3.68,7.88,756.34,TRUE
7.58,3.43,1.62,7.41,685.87,TRUE
6.74,4.16,0.38,6.88,701.76,TRUE
8.4,1.99,3.31,6.82,942.15,TRUE
7.49,1.8,1.06,7.97,1114.99,TRUE
7.38,4.86,0.02,6.75,242.27,TRUE
6.83,3.08,1.77,7.07,873.51,TRUE
6.76,2.33,0.69,6.53,275.32,TRUE
8.26,1.71,0.57,7.67,578.22,TRUE
7.19,4.89,2.79,7.77,24.32,TRUE
6.8,1.72,3.57,7.1,1196.45,TRUE
6.75,2.22,2.42,7.06,98.09,TRUE
6.77,3.47,1.24,7.65,750.51,TRUE
7.5,3.39,1.43,6.53,765.3,TRUE
8.47,4.46,3.07,7.01,807.28,TRUE
7.56,1.13,2.3,7.91,1053.74,TRUE
6.69,4.31,0.02,7.44,936.79,TRUE
8.16,2.15,2.48,7.66,701.98,TRUE
7.82,4.41,2.71,7.49,775.23,TRUE
8.46,1.14,1.06,6.84,1.06,TRUE
6.77,3.96,3.88,6.68,106.74,TRUE
6.88,2.47,0.06,6.99,1116.21,TRUE
6.58,4.34,2.52,7.81,1087.29,TRUE
7.97,3.15,0.68,7.89,229.5,TRUE
7.4,4.21,2.67,7.47,212.35,TRUE
7.84,2.66,2.14,7.75,203.49,TRUE
6.93,4.03,1.28,7.31,1153.75,TRUE
8.07,4.45,3.96,7.26,1175.88,TRUE
7.79,2.46,0.83,6.62,765.83,TRUE
7.34,4.18,2.93,7.32,837.03,TRUE
7.3,1.48,1.64,7.41,46.8,TRUE
6.73,1.78,0.82,6.9,892.67,TRUE
8.04,3.33,1.6,7.22,502.32,TRUE
7.68,4.52,2.41,7.83,596.86,TRUE
7.64,4.25,3.98,6.63,232.92,TRUE
7.91,2.24,1.19,7.8,69.04,TRUE
6.83,4.82,2.31,6.8,1003.15,TRUE
8.06,3.76,0.69,7.87,699.34,TRUE
6.76,1.66,0.13,7.88,787.35,TRUE
7.21,4.82,2.96,6.98,234.7,TRUE
6.57,1.86,1.2,7.35,572.02,TRUE
7.67,4.86,1.88,7.11,761.16,TRUE
7.88,4.75,1.8,7.36,25.57,TRUE
8.33,1.85,1.89,7.74,828.93,TRUE
8.18,4.55,2.73,7.28,654.57,TRUE
8.04,2.0,0.53,7.02,895.63,TRUE
7.82,1.01,2.46,7.92,2.08,TRUE
7.02,1.7,3.12,6.97,653.73,TRUE
8.31,4.74,0.12,6.8,3.92,TRUE
6.92,4.17,1.52,6.9,672.99,TRUE
8.32,1.8,3.47,6.67,259.72,TRUE
8.28,4.14,3.77,6.86,1149.46,TRUE
7.66,1.24,1.17,6.91,682.44,TRUE
7.61,1.98,3.11,6.79,733.8,TRUE
7.67,5.0,1.22,6.97,1175.85,TRUE
6.8,1.34,1.84,6.82,6.88,TRUE
6.54,2.73,2.15,7.16,276.48,TRUE
8.45,3.92,0.67,7.65,234.85,TRUE
6.76,3.12,2.67,6.85,1142.45,TRUE
6.92,2.15,3.93,7.11,522.3,TRUE
7.7,1.93,2.18,7.9,284.51,TRUE
7.53,4.28,1.8,7.72,617.07,TRUE
7.28,2.59,2.73,7.34,851.8,TRUE
8.37,2.87,0.33,7.06,773.61,TRUE
7.09,1.12,2.27,7.07,671.25,TRUE
7.38,2.4,1.39,7.21,1011.53,TRUE
7.11,2.06,0.31,6.83,468.81,TRUE
7.77,3.38,2.58,6.81,221.63,TRUE
7.35,2.73,1.23,6.84,110.48,TRUE
8.44,3.9,0.95,7.1,296.79,TRUE
7.28,3.04,3.85,6.8,718.59,TRUE
7.62,2.68,1.98,7.15,955.7,TRUE
7.76,2.34,3.0,7.37,677.94,TRUE
6.74,4.29,3.76,7.63,117.44,TRUE
7.83,1.41,1.52,7.62,916.06,TRUE
6.8,4.28,3.39,6.71,1036.67,TRUE
7.69,3.73,2.95,6.63,345.21,TRUE
8.12,2.28,2.56,7.97,767.14,TRUE
6.57,1.59,1.29,7.81,940.76,TRUE
8.44,2.2,0.2,7.05,295.9,TRUE
7.83,4.69,1.17,7.65,951.19,TRUE
7.49,1.49,3.05,7.86,76.1,TRUE
7.95,1.25,1.93,7.94,471.87,TRUE
8.09,2.55,2.56,7.0,1183.46,TRUE
6.69,3.98,3.92,6.98,1037.73,TRUE
6.7,3.14,1.74,6.87,415.44,TRUE
8.32,3.3,3.72,7.81,1012.34,TRUE
8.36,4.74,0.96,7.63,431.43,TRUE
7.38,1.2,2.22,6.67,388.06,TRUE
6.79,3.74,2.78,6.61,897.69,TRUE
7.49,3.37,0.92,7.36,254.6,TRUE
7.96,2.62,3.05,7.96,866.6,TRUE
7.86,4.5,2.33,7.66,375.65,TRUE
6.62,1.81,3.73,6.6,1081.58,TRUE
7.95,4.16,3.48,7.04,170.97,TRUE
8.49,2.52,3.83,6.64,1176.69,TRUE
7.38,2.87,3.82,7.93,965.36,TRUE
7.49,1.81,3.65,6.53,357.85,TRUE
7.32,2.98,0.19,7.4,1019.55,TRUE
7.59,4.23,2.8,7.31,944.77,TRUE
6.85,4.35,2.96,6.97,188.62,TRUE
7.01,3.6,2.97,7.57,959.28,TRUE
6.82,2.82,2.07,7.11,569.03,TRUE
8.09,4.99,3.29,8.0,683.12,TRUE
7.74,2.2,3.72,7.8,949.35,TRUE
7.03,3.71,2.65,7.17,98.38,TRUE
8.49,3.29,1.35,7.49,821.19,TRUE
7.92,4.64,0.06,7.8,177.79,TRUE
8.4,1.18,1.12,6.95,532.87,TRUE
7.08,4.15,2.82,7.66,68.17,TRUE
7.24,2.72,1.18,7.18,8.07,TRUE
7.15,3.4,0.58,7.25,1070.19,TRUE
8.08,4.23,2.23,7.07,11.7,TRUE
7.93,4.86,0.68,6.86,1041.55,TRUE
7.94,1.56,3.82,7.41,584.19,TRUE
6.82,1.52,0.1,6.66,1010.97,TRUE
8.23,1.17,1.23,7.11,260.49,TRUE
7.6,4.24,2.29,6.67,1168.51,TRUE
7.4,4.09,2.46,6.72,738.13,TRUE
6.85,2.12,1.0,6.92,1001.41,TRUE
6.67,3.4,0.76,6.86,301.68,TRUE
8.42,1.8,3.08,7.94,1028.21,TRUE
6.51,1.55,2.94,7.75,199.89,TRUE
7.2,2.94,3.98,7.18,363.47,TRUE
7.35,4.07,1.81,6.88,201.87,TRUE
8.4,2.2,3.44,7.22,37.79,TRUE
6.68,2.38,1.94,7.61,596.15,TRUE
7.02,4.14,0.62,6.79,419.83,TRUE
8.1,1.24,1.64,7.84,942.95,TRUE
6.93,2.57,1.86,7.98,807.23,TRUE
8.06,1.94,3.95,6.7,142.92,TRUE
7.24,4.18,0.62,7.89,164.4,TRUE
7.55,1.72,2.36,6.6,860.46,TRUE
8.2,4.24,3.48,7.68,27.19,TRUE
8.19,1.48,1.45,7.65,9.94,TRUE
7.32,4.86,2.86,7.59,2.08,TRUE
7.78,4.29,2.52,6.63,920.52,TRUE
6.6,4.32,0.29,7.86,1024.32,TRUE
7.02,4.04,1.38,7.02,186.59,TRUE
7.7,3.5,3.21,6.51,831.46,TRUE
7.41,1.43,1.48,7.85,875.38,TRUE
8.28,2.96,3.01,6.7,278.71,TRUE
8.2,4.53,0.08,7.94,339.19,TRUE
8.37,3.32,0.75,6.57,272.79,TRUE
8.02,4.81,2.8,7.31,424.55,TRUE
7.42,1.57,1.81,6.6,728.81,TRUE
7.16,1.39,1.94,7.43,1081.03,TRUE
8.46,4.41,2.79,6.7,575.72,TRUE
7.52,4.58,3.03,6.67,1142.49,TRUE
7.23,2.64,2.72,6.99,1121.99,TRUE
7.55,2.29,1.12,7.85,777.88,TRUE
8.01,4.47,3.6,7.92,626.02,TRUE
8.35,4.78,2.41,6.68,439.26,TRUE
6.62,2.18,0.56,6.97,38.46,TRUE
7.82,1.75,2.15,7.24,648.72,TRUE
7.23,3.23,2.23,7.96,11.95,TRUE
8.42,3.65,0.37,7.94,36.62,TRUE
6.86,2.55,0.64,6.93,1104.51,TRUE
6.54,2.48,3.42,7.38,427.24,TRUE
7.37,4.5,0.59,6.56,122.37,TRUE
7.11,2.1,3.8,6.64,654.5,TRUE
8.07,4.34,2.3,7.93,371.35,TRUE
7.58,3.05,3.18,7.55,127.39,TRUE
7.69,1.81,1.56,6.69,986.46,TRUE
7.42,1.7,2.0,7.9,983.51,TRUE
8.1,2.25,0.19,7.01,168.4,TRUE
7.6,3.67,0.12,7.13,257.55,TRUE
6.67,3.6,3.95,6.65,1097.23,TRUE
6.8,1.65,2.74,6.74,155.87,TRUE
7.89,1.61,3.7,6.59,340.19,TRUE
6.7,2.55,3.2,7.86,693.76,TRUE
7.74,4.15,1.46,7.76,781.6,TRUE
6.93,4.0,0.31,7.62,1063.74,TRUE
7.55,2.79,2.59,7.83,702.63,TRUE
7.9,4.92,2.22,7.0,1119.77,TRUE
7.64,2.4,1.09,7.9,1117.91,TRUE
6.55,3.94,0.51,7.22,278.4,TRUE
6.52,2.26,2.95,7.54,173.64,TRUE
7.09,2.48,0.13,7.96,746.33,TRUE
7.69,3.55,0.6,6.82,864.19,TRUE
8.46,2.77,1.2,6.58,887.69,TRUE
6.62,3.03,2.92,7.86,550.55,TRUE
7.03,4.01,1.47,6.7,568.04,TRUE
8.41,2.46,1.18,7.27,52.95,TRUE
6.58,2.51,2.61,6.52,1197.53,TRUE
7.27,3.65,2.59,7.34,945.8,TRUE
8.44,4.95,2.56,7.67,1076.41,TRUE
6.92,4.88,0.52,7.85,409.16,TRUE
7.04,3.42,2.79,6.56,54.82,TRUE
8.15,4.22,3.26,6.7,49.85,TRUE
7.19,1.7,1.23,7.48,65.74,TRUE
7.91,2.39,3.0,7.09,448.96,TRUE
7.4,2.49,3.7,7.58,1099.01,TRUE
8.39,3.16,0.53,7.93,1187.89,TRUE
7.98,5.0,2.27,7.3,518.77,TRUE
7.66,3.2,2.93,6.58,857.42,TRUE
7.89,2.45,3.03,7.43,1024.8,TRUE
7.15,2.36,0.12,7.46,994.67,TRUE
8.33,1.68,1.52,6.71,1129.02,TRUE
7.81,4.82,0.42,7.52,190.65,TRUE
7.88,1.73,3.82,6.63,338.91,TRUE
8.27,4.44,1.99,7.51,625.45,TRUE
7.8,1.18,3.52,7.4,568.11,TRUE
7.92,4.88,1.29,6.56,714.71,TRUE
7.43,1.57,0.85,6.6,802.18,TRUE
8.43,3.77,0.35,6.99,64.91,TRUE
6.61,2.74,0.5,6.94,962.89,TRUE
7.95,1.31,0.88,6.71,3.77,TRUE
7.04,3.67,3.84,7.19,195.16,TRUE
7.71,3.88,0.34,7.26,959.95,TRUE
7.42,3.05,0.88,6.7,337.16,TRUE
8.4,4.7,0.06,7.99,56.84,TRUE
7.54,2.29,3.26,7.76,1100.84,TRUE
8.18,2.16,0.67,7.15,986.23,TRUE
8.27,1.65,1.13,7.89,36.51,TRUE
8.48,1.16,2.98,6.65,1076.88,TRUE
7.54,2.85,2.42,7.56,1087.37,TRUE
7.65,3.84,2.44,7.45,1022.58,TRUE
6.57,1.4,3.22,6.69,572.94,TRUE
7.21,2.59,3.56,7.96,13.53,TRUE
6.61,1.78,0.98,7.53,329.87,TRUE
6.75,2.43,2.55,6.88,1170.29,TRUE
8.39,4.24,0.97,7.03,478.65,TRUE
7.46,1.39,2.99,7.6,346.92,TRUE
8.15,4.4,0.07,7.93,962.63,TRUE
7.75,2.63,3.79,7.97,385.15,TRUE
7.72,2.21,1.25,7.95,476.86,TRUE
7.24,4.86,3.07,7.68,526.62,TRUE
8.01,1.43,3.45,6.64,76.09,TRUE
7.0,1.34,0.71,7.6,562.74,TRUE
6.58,3.96,2.96,7.05,386.65,TRUE
7.1,2.01,2.44,7.41,1081.99,TRUE
6.9,3.29,1.78,6.65,397.78,TRUE
7.91,1.85,1.33,7.2,806.98,TRUE
8.08,3.75,0.42,7.45,641.21,TRUE
7.53,3.35,3.02,6.67,847.17,TRUE
7.34,3.21,2.26,6.5,246.51,TRUE
7.08,2.27,2.08,6.82,1013.45,TRUE
7.2,3.55,2.12,7.35,298.09,TRUE
6.55,1.01,3.06,7.75,1141.14,TRUE
7.5,1.37,2.41,7.94,897.95,TRUE
8.34,1.7,1.23,7.73,515.46,TRUE
8.12,3.33,2.79,6.51,109.37,TRUE
7.84,1.9,2.46,7.33,762.33,TRUE
7.58,4.13,1.12,7.32,876.18,TRUE
8.05,3.45,1.47,7.74,29.76,TRUE
6.82,4.44,1.84,7.02,989.72,TRUE
7.14,2.76,3.47,6.76,304.25,TRUE
7.73,2.39,1.76,7.21,69.38,TRUE
7.01,1.86,2.76,7.57,591.94,TRUE
7.95,3.8,0.13,6.68,215.31,TRUE
8.15,2.05,0.68,7.67,625.87,TRUE
7.02,1.98,3.33,7.58,641.36,TRUE
6.79,3.27,3.22,7.27,880.61,TRUE
6.57,4.49,0.13,7.88,1089.01,TRUE
6.54,1.35,0.26,7.55,130.31,TRUE
6.52,4.23,2.38,7.73,48.29,TRUE
6.8,2.48,0.01,7.08,591.84,TRUE
7.44,2.99,1.21,7.12,701.0,TRUE
7.5,3.48,3.4,7.62,481.67,TRUE
7.58,1.28,1.49,6.63,721.21,TRUE
7.85,4.97,1.44,6.95,708.37,TRUE
7.29,3.81,2.32,6.82,1070.68,TRUE
8.14,4.82,2.74,7.08,434.3,TRUE
6.62,3.14,2.75,6.81,684.22,TRUE
7.71,2.27,0.39,7.8,827.19,TRUE
8.02,4.93,3.64,7.22,1025.67,TRUE
7.85,3.89,0.22,6.68,1115.19,TRUE
7.86,1.52,0.12,7.96,429.91,TRUE
6.73,2.04,3.6,7.89,48.98,TRUE
7.71,1.89,2.07,7.07,706.88,TRUE
7.21,1.54,3.77,7.96,994.68,TRUE
7.9,3.54,0.77,6.92,974.37,TRUE
7.99,3.12,2.16,7.57,214.36,TRUE
7.95,2.0,1.41,7.6,336.21,TRUE
8.33,3.2,2.13,6.61,1163.2,TRUE
6.7,2.78,2.4,8.0,1107.42,TRUE
6.62,3.77,2.72,8.0,899.01,TRUE
7.41,3.42,3.79,6.91,75.07,TRUE
8.24,3.78,1.14,6.94,819.1,TRUE
7.82,3.85,1.54,7.9,537.33,TRUE
7.27,4.14,2.89,6.58,904.66,TRUE
6.57,3.87,1.52,6.6,1132.52,TRUE
7.41,3.09,0.96,7.31,967.1,TRUE
6.65,2.02,3.41,7.27,730.56,TRUE
7.43,2.4,1.42,7.74,804.52,TRUE
7.3,1.79,0.26,6.63,232.65,TRUE
7.98,2.16,0.42,6.92,175.35,TRUE
8.15,1.99,0.85,7.84,39.71,TRUE
7.73,4.21,3.63,6.73,1111.03,TRUE
7.71,2.99,3.56,7.17,399.6,TRUE
6.9,4.2,1.32,7.47,965.86,TRUE
7.82,4.16,1.85,7.85,329.07,TRUE
6.58,4.7,0.41,6.69,387.08,TRUE
6.99,1.46,3.97,7.21,738.63,TRUE
8.48,1.04,3.56,7.35,196.6,TRUE
8.23,4.03,1.14,7.54,290.73,TRUE
6.56,3.49,1.7,6.54,985.2,TRUE
7.03,2.22,2.37,7.96,294.07,TRUE
7.11,1.74,3.99,6.87,1088.99,TRUE
7.06,4.59,1.26,7.06,1011.72,TRUE
7.87,4.05,0.03,7.05,1182.4,TRUE
7.95,3.03,0.74,7.98,1046.94,TRUE
7.16,3.92,1.83,7.43,1089.78,TRUE
7.8,2.91,3.36,7.65,908.67,TRUE
7.59,4.48,2.59,7.27,323.4,TRUE
6.59,1.78,1.56,7.59,306.14,TRUE
6.97,3.3,1.69,7.56,263.46,TRUE
6.59,3.36,2.34,6.9,130.89,TRUE
6.89,4.9,1.56,6.8,554.88,TRUE
7.39,1.62,1.89,6.86,916.52,TRUE
7.99,4.68,2.86,6.96,397.13,TRUE
6.71,3.44,1.56,6.57,424.7,TRUE
7.34,1.67,0.1,6.63,304.1,TRUE
6.5,2.08,1.34,6.91,669.89,TRUE
7.86,3.57,0.07,6.65,1046.66,TRUE
6.57,1.35,2.31,7.34,897.44,TRUE
7.21,1.84,2.27,7.59,524.09,TRUE
8.22,3.98,3.69,7.6,296.05,TRUE
8.29,1.54,2.84,7.12,177.12,TRUE
8.31,4.88,1.78,7.94,48.88,TRUE
6.96,3.63,3.78,7.97,1170.58,TRUE
8.2,4.49,0.98,6.59,833.23,TRUE
8.34,2.37,0.98,7.06,892.1,TRUE
6.62,2.43,3.08,6.75,637.12,TRUE
7.73,2.98,1.41,7.94,37.5,TRUE
7.81,3.13,1.71,7.98,1118.33,TRUE
8.35,4.59,1.32,7.19,532.78,TRUE
7.19,2.71,3.81,7.18,791.54,TRUE
8.13,2.97,1.08,6.88,722.07,TRUE
7.71,4.68,2.32,7.87,494.44,TRUE
7.18,3.68,3.88,7.93,250.6,TRUE
8.46,4.26,3.32,6.73,982.78,TRUE
6.76,4.2,3.51,6.62,1150.58,TRUE
8.43,2.66,0.35,6.87,801.42,TRUE
8.22,2.59,3.17,6.6,1060.44,TRUE
7.7,4.19,2.05,7.2,496.4,TRUE
7.08,1.71,3.28,7.71,403.01,TRUE
7.25,1.11,2.36,6.55,1021.23,TRUE
7.24,4.62,1.55,7.38,1013.33,TRUE
7.95,3.03,3.5,6.75,955.83,TRUE
